Timestamp,Central Plant Chiller 1 Chiller Efficiency (kW/ton) (1)2024,Central Plant Chiller 1 Chiller Efficiency (kW/ton) (2)2022,Central Plant Chiller 2 Chiller Efficiency (kW/ton) (1),Central Plant Chiller 2 Chiller Efficiency (kW/ton) (2),Central Plant Chiller 3 Chiller Efficiency (kW/ton) (1),Central Plant Chiller 3 Chiller Efficiency (kW/ton) (2),Central Plant CHW Plant Chilled Water Efficiency (C) (1),Central Plant CHW Plant Chilled Water Efficiency (C) (2),Central Plant CHW Plant Chilled Water Tons of Refrigeration (1),Central Plant CHW Plant Chilled Water Tons of Refrigeration (2),Central Plant CHW Plant Chiller Stage (1),Central Plant CHW Plant Chiller Stage (2),Central Plant CHW Plant Outside Air Temp (1),Central Plant CHW Plant Outside Air Temp (2),Central Plant CHW Plant Total Power (1),Central Plant CHW Plant Total Power (2),Central Plant Condenser Loop Wet Bulb Temp (1),Central Plant Condenser Loop Wet Bulb Temp (2)
2024-03-24T03:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.7140281597773234_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,3.912318680807287kW/ton,0_Ton,52.368980407714844_Ton,AAAA,AAAB,53.70720672607422°F,54.936012268066406°F,4.13652229309082kW,203.2993927001953kW,47.447625478108726°F,53.403053283691406°F
2024-03-24T04:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.20417583594098687_kW/Ton,0.6324104766050974_kW/Ton,0_kW/Ton,0_kW/Ton,0.33474380645141744kW/ton,2.867994009337274kW/ton,457.3414936065674_Ton,82.7427241007487_Ton,AAAAAFAB,AAAB,53.12261835734049°F,54.6827335357666°F,256.4504699707031kW,220.39224243164062kW,46.726481119791664°F,53.38037999471029°F
2024-03-24T05:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.1478002965450287_kW/Ton,0.5428588141997656_kW/Ton,0_kW/Ton,0_kW/Ton,0.17937040165766135kW/ton,2.2842091188982243kW/ton,200.70096333821616_Ton,96.24111048380534_Ton,AAABAVAA,AAAB,51.821908950805664°F,54.316439946492515°F,167.62660217285156kW,217.91390991210938kW,45.818033854166664°F,53.13138771057129°F
2024-03-24T06:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,2.1035055220127106_kW/Ton,0.43048014243443805_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.7801655076828593kW/ton,16.808712641398113_Ton,125.3846321105957_Ton,AAAAAAAB,AAAB,50.25516827901205°F,54.32029914855957°F,44.3463020324707kW,222.78414916992188kW,44.64609972635905°F,53.163120905558266°F
2024-03-24T07:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.6532534460226694_kW/Ton,0.3267326553662618_kW/Ton,0_kW/Ton,0_kW/Ton,1.0768642219704925kW/ton,1.2440414035406093kW/ton,42.30651028951009_Ton,184.4344711303711_Ton,AAAB,AAAB,50.105651219685875°F,54.46552403767904°F,44.663631439208984kW,229.60855102539062kW,44.797036488850914°F,53.40058835347494°F
2024-03-24T08:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.5413128534952799_kW/Ton,0.3345626840988795_kW/Ton,0_kW/Ton,0_kW/Ton,0.8994372182376292kW/ton,1.272197433448082kW/ton,51.327887852986656_Ton,178.5240275065104_Ton,AAAB,AAAB,53.73511759440104°F,54.975128173828125°F,44.472354888916016kW,229.8894500732422kW,46.64491844177246°F,53.78444290161133°F
2024-03-24T09:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.3257456421852112_kW/Ton,0.33703196545441944_kW/Ton,0_kW/Ton,0_kW/Ton,0.5464323499188103kW/ton,1.0983320621846673kW/ton,84.81791178385417_Ton,219.60421244303384_Ton,AAAB,AAAB,56.796149571736656°F,57.16946792602539°F,48.365272521972656kW,256.1777038574219kW,48.289694468180336°F,55.850327809651695°F
2024-03-24T10:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.36267957588036853_kW/Ton,0.32372893889745075_kW/Ton,0_kW/Ton,0_kW/Ton,0.5400017185967042kW/ton,0.8240051280228783kW/ton,101.78038787841797_Ton,337.9866689046224_Ton,AAAB,AAAB,59.747379302978516°F,65.45308367411296°F,57.23085403442383kW,291.8274230957031kW,49.85569508870443°F,58.374783198038735°F
2024-03-24T11:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.3859299421310425_kW/Ton,0.318496435880661_kW/Ton,0_kW/Ton,0_kW/Ton,0.5354067129220675kW/ton,0.6674091695235989kW/ton,123.24987411499023_Ton,474.77599080403644_Ton,AAAB,AAAB,61.04147211710612°F,72.4678128560384°F,73.4354248046875kW,327.4396057128906kW,50.607517878214516°F,59.86084302266439°F
2024-03-24T12:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.34657495220502216_kW/Ton,0.26828354845444363_kW/Ton,0_kW/Ton,0_kW/Ton,0.46674906882872996kW/ton,0.5469088445821657kW/ton,168.3469467163086_Ton,588.5050455729166_Ton,AAAB,AAAB,62.30794207255045°F,77.07443873087566°F,81.53756713867188kW,321.07513427734375kW,51.648946126302086°F,60.375328063964844°F
2024-03-24T13:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.3322213143110275_kW/Ton,0.3169820159673691_kW/Ton,0_kW/Ton,0_kW/Ton,0.45828115224193117kW/ton,0.5509315180942022kW/ton,160.0473200480143_Ton,697.497314453125_Ton,AAAB,AAAB,61.867837270100914°F,72.47313563028972°F,73.95240783691406kW,421.52001953125kW,51.186814626057945°F,60.46526972452799°F
2024-03-24T14:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.3431457579135895_kW/Ton,0.33696138858795166_kW/Ton,0_kW/Ton,0_kW/Ton,0.46333885792379736kW/ton,0.6041322770766694kW/ton,160.6404012044271_Ton,614.5817565917969_Ton,AAAB,AAAB,59.7409470876058°F,69.22127787272136°F,75.32051849365234kW,413.821044921875kW,50.91456667582194°F,58.974202473958336°F
2024-03-24T15:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.33418695131937665_kW/Ton,0.31102078159650165_kW/Ton,0_kW/Ton,0_kW/Ton,0.4545385468069476kW/ton,0.6247021768982796kW/ton,160.28013356526694_Ton,532.1459503173828_Ton,AAAB,AAAB,59.15532112121582°F,67.23520469665527°F,73.94578552246094kW,342.24908447265625kW,50.40466499328613°F,57.25555674235026°F
2024-03-24T16:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.3341178148984909_kW/Ton,0.32293454309304553_kW/Ton,0_kW/Ton,0_kW/Ton,0.4530406258094404kW/ton,0.732910841288554kW/ton,163.2513656616211_Ton,404.2849375406901_Ton,AAAB,AAAB,58.47067896525065°F,63.29637591044108°F,76.96208953857422kW,309.7816162109375kW,50.39948590596517°F,56.1684767405192°F
2024-03-24T17:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.44764767587184906_kW/Ton,0.3560565610726674_kW/Ton,0_kW/Ton,0_kW/Ton,0.6069677211154935kW/ton,0.950356256030252kW/ton,117.13905588785808_Ton,285.89965057373047_Ton,AAAB,AAAB,56.85574849446615°F,62.59768486022949°F,71.61302947998047kW,280.6319580078125kW,51.261033376057945°F,55.847354888916016°F
2024-03-24T18:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.47263165811697644_kW/Ton,0.4509778469800949_kW/Ton,0_kW/Ton,0_kW/Ton,0.6525796841176935kW/ton,1.456963397852359kW/ton,101.52649688720703_Ton,165.2439448038737_Ton,AAAB,AAAB,58.676687240600586°F,60.35018094380697°F,68.55023956298828kW,240.39999389648438kW,51.51633389790853°F,55.30165354410807°F
2024-03-24T19:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.5167633493741354_kW/Ton,0.5274959752957026_kW/Ton,0_kW/Ton,0_kW/Ton,0.7591402953153358kW/ton,1.7620944779772734kW/ton,73.98529688517253_Ton,135.83646647135416_Ton,AAAB,AAAB,57.66151364644369°F,59.82451947530111°F,60.25989532470703kW,238.86236572265625kW,50.56513277689616°F,55.38983281453451°F
2024-03-24T20:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.07797835270563762_kW/Ton,0.7327449321746826_kW/Ton,0_kW/Ton,0_kW/Ton,0.12075568021046779kW/ton,2.5703803735391126kW/ton,11.704948425292969_Ton,90.83777364095052_Ton,AAABAAAA,AAAB,57.347153981526695°F,59.19839986165365°F,50.88380432128906kW,233.76670837402344kW,49.316378911336265°F,55.301324208577476°F
2024-03-24T21:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,2.0177005430062613_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,2.8739240692514136kW/ton,0_Ton,41.22203194101652_Ton,AAAA,AAAB,57.64107894897461°F,58.476568857828774°F,4.116721153259277kW,229.6085205078125kW,47.07971318562826°F,54.822994232177734°F
2024-03-24T22:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,1.1567090153694153_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,5.5698465243500825kW/ton,0_Ton,38.270995140075684_Ton,AAAA,AAAB,57.484694163004555°F,58.065409342447914°F,4.1348981857299805kW,211.0604705810547kW,47.53191057840983°F,54.593701680501304°F
2024-03-24T23:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.9802182614803314_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,4.803817978476007kW/ton,0_Ton,43.457253774007164_Ton,AAAA,AAAB,55.88262049357096°F,57.50822766621908°F,4.142112731933594kW,209.2366485595703kW,48.85504595438639°F,53.88494873046875°F
2024-03-25T00:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,1.1111667255560558_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,5.460648249958862kW/ton,0_Ton,38.47390365600586_Ton,AAAA,AAAB,55.72990417480469°F,56.96996180216471°F,4.136075973510742kW,210.25048828125kW,47.579468409220375°F,54.273987452189125°F
2024-03-25T01:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,1.0024777452150981_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,4.823057310358923kW/ton,0_Ton,43.51743825276693_Ton,AAAA,AAAB,55.846104303995766°F,56.70536422729492°F,4.142933368682861kW,210.20326232910156kW,47.53752517700195°F,54.319305419921875°F
2024-03-25T02:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,1.0135684510072072_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,5.007113536231995kW/ton,0_Ton,41.71940231323242_Ton,AAAA,AAAB,54.479560216267906°F,56.4919179280599°F,4.03829288482666kW,208.98727416992188kW,47.67247517903646°F,54.0253480275472°F
2024-03-25T03:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.9875896076361338_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,4.938098920388982kW/ton,0_Ton,41.88268025716146_Ton,AAAA,AAAB,52.82952880859375°F,55.807997385660805°F,4.230504989624023kW,206.6140899658203kW,46.1349302927653°F,53.46519215901693°F
2024-03-25T04:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.24408064285914102_kW/Ton,0.7166732748349508_kW/Ton,0_kW/Ton,0_kW/Ton,0.27566503314039786kW/ton,3.1203203080092154kW/ton,572.4363098144531_Ton,76.58898735046387_Ton,AAAAABAB,AAAB,50.72283172607422°F,55.23397445678711°F,258.5668029785156kW,223.75497436523438kW,44.870705922444664°F,53.078983306884766°F
2024-03-25T05:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.09402997295061748_kW/Ton,0.7640889286994934_kW/Ton,0_kW/Ton,0_kW/Ton,0.11300827049754676kW/ton,3.0457540344792964kW/ton,136.3117472330729_Ton,73.43988672892253_Ton,AAABARAA,AAAB,49.28682899475098°F,55.05535888671875°F,154.18399047851562kW,223.02099609375kW,44.73090744018555°F,53.21858215332031°F
2024-03-25T06:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,1.1388420760631561_kW/Ton,0.6438768009344736_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,2.5637871212864494kW/ton,16.760568141937256_Ton,87.06236775716145_Ton,AAAAAAAB,AAAB,48.95665613810221°F,55.05535888671875°F,43.93400192260742kW,222.8291778564453kW,45.050729751586914°F,53.111178716023765°F
2024-03-25T07:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.36922165503104526_kW/Ton,0.5492472449938456_kW/Ton,0_kW/Ton,0_kW/Ton,0.60068591788455kW/ton,2.154110366218035kW/ton,91.7549680074056_Ton,104.1475461324056_Ton,AAAB,AAAB,49.378845850626625°F,54.950236002604164°F,52.563785552978516kW,225.1658172607422kW,45.2747745513916°F,53.029336293538414°F
2024-03-25T08:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.3805367698272069_kW/Ton,0.49142488837242126_kW/Ton,0_kW/Ton,0_kW/Ton,0.5584398417237363kW/ton,1.862633669168573kW/ton,99.05257797241211_Ton,122.29270680745442_Ton,AAAB,AAAB,53.75869687398275°F,55.270325342814125°F,58.329322814941406kW,228.10585021972656kW,47.396654764811196°F,53.49048932393392°F
2024-03-25T09:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.35478948553403217_kW/Ton,0.5362182855606079_kW/Ton,0_kW/Ton,0_kW/Ton,0.4932039916980566kW/ton,2.015317470327982kW/ton,136.01409276326498_Ton,112.98139826456706_Ton,AAAB,AAAB,57.771284103393555°F,56.513450622558594°F,71.40319061279297kW,228.64297485351562kW,49.0204823811849°F,54.099936167399086°F
2024-03-25T10:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.3091755310694377_kW/Ton,0.5045859416325887_kW/Ton,0_kW/Ton,0_kW/Ton,0.3991532409773629kW/ton,1.750723031101173kW/ton,212.79384104410806_Ton,133.6169204711914_Ton,AAAB,AAAB,60.854888916015625°F,59.62032254536947°F,90.99783325195312kW,234.82313537597656kW,49.86388905843099°F,55.19195302327474°F
2024-03-25T11:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.28716563681761426_kW/Ton,0.4302317450443904_kW/Ton,0_kW/Ton,0_kW/Ton,0.36270718286629483kW/ton,1.389058437785824kW/ton,297.46229298909503_Ton,174.34991455078125_Ton,AAAB,AAAB,65.02325248718262°F,65.35348320007324°F,114.62258911132812kW,241.97743225097656kW,51.20318031311035°F,57.02818489074707°F
2024-03-25T12:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.2676973342895508_kW/Ton,0.39058947563171387_kW/Ton,0_kW/Ton,0_kW/Ton,0.3539212328443759kW/ton,1.0947401025552865kW/ton,361.02333577473956_Ton,235.57032521565756_Ton,AAAB,AAAB,67.05930201212566°F,68.6846555074056°F,139.76953125kW,269.89117431640625kW,52.599748611450195°F,58.178009033203125°F
2024-03-25T13:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.24953029304742813_kW/Ton,0.39437968532244366_kW/Ton,0_kW/Ton,0_kW/Ton,0.3516272908972828kW/ton,0.9600144489486871kW/ton,440.32887268066406_Ton,291.177485148112_Ton,AAAB,AAAB,67.4414774576823°F,73.01083246866862°F,162.01901245117188kW,301.4104309082031kW,53.28345807393392°F,59.89502461751302°F
2024-03-25T14:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.23190308610598245_kW/Ton,0.38484639426072437_kW/Ton,0_kW/Ton,0_kW/Ton,0.3436056956303643kW/ton,0.8355487076462241kW/ton,440.2677001953125_Ton,359.7016194661458_Ton,AAAB,AAAB,64.68887329101562°F,72.15825653076172°F,157.7932891845703kW,310.0550231933594kW,51.8633066813151°F,59.41407140096029°F
2024-03-25T15:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.2362896353006363_kW/Ton,0.37903108696142834_kW/Ton,0_kW/Ton,0_kW/Ton,0.33358813581912994kW/ton,0.8730398295117864kW/ton,376.3158772786458_Ton,331.0245361328125_Ton,AAAB,AAAB,62.316765467325844°F,68.99068959554036°F,144.06439208984375kW,297.5068359375kW,51.03017489115397°F,58.31657282511393°F
2024-03-25T16:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.26124877234299976_kW/Ton,0.400843878587087_kW/Ton,0_kW/Ton,0_kW/Ton,0.35654192757731445kW/ton,1.0419466940724176kW/ton,331.5657145182292_Ton,257.08888753255206_Ton,AAAB,AAAB,60.477267583211265°F,65.57236607869466°F,121.9354248046875kW,281.628662109375kW,52.06796010335287°F,56.8742421468099°F
2024-03-25T17:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.27373385926087695_kW/Ton,0.4669189651807149_kW/Ton,0_kW/Ton,0_kW/Ton,0.38685352178510435kW/ton,1.4449599488592286kW/ton,270.5154546101888_Ton,171.96016693115234_Ton,AAAB,AAAB,60.09404945373535°F,62.2612559000651°F,112.53743743896484kW,260.5532531738281kW,52.784847259521484°F,55.519599278767906°F
2024-03-25T18:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.301121120651563_kW/Ton,0.5506850183010101_kW/Ton,0_kW/Ton,0_kW/Ton,0.4069830011695395kW/ton,1.9436932562422722kW/ton,220.9026667277018_Ton,121.34480285644531_Ton,AAAB,AAAB,58.94271151224772°F,59.559557596842446°F,99.20582580566406kW,234.2776641845703kW,52.276767094930015°F,54.252834955851235°F
2024-03-25T19:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.35341475407282513_kW/Ton,0.6525424222151438_kW/Ton,0_kW/Ton,0_kW/Ton,0.46185854421356565kW/ton,2.579435625695625kW/ton,179.11153157552084_Ton,86.72677993774414_Ton,AAAB,AAAB,57.66375923156738°F,57.00029500325521°F,85.1779556274414kW,225.11056518554688kW,51.59038798014323°F,53.01484298706055°F
2024-03-25T20:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.06573713819185893_kW/Ton,0.8539699117342631_kW/Ton,0_kW/Ton,0_kW/Ton,0.08533300621594046kW/ton,3.740004871015373kW/ton,26.267003377278645_Ton,59.227444330851235_Ton,AAABAAAA,AAAB,56.99444834391276°F,55.489051818847656°F,80.69192504882812kW,219.55789184570312kW,51.28596941630045°F,52.26439603169759°F
2024-03-25T21:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,2.825583815574646_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.2030219978149599kW/ton,0_Ton,26.032070862750214_Ton,AAAA,AAAB,56.46550750732422°F,55.33684158325195°F,4.167860507965088kW,213.294921875kW,50.944085439046226°F,52.22668711344401°F
2024-03-25T22:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,1.5416303277015686_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.7379835819134557kW/ton,0_Ton,25.93781805038452_Ton,AAAA,AAAB,56.05364100138346°F,56.28069496154785°F,4.168654918670654kW,209.34300231933594kW,50.67898495992025°F,52.97742780049642°F
2024-03-25T23:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,1.4236089587211609_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,4.079877808213096kW/ton,0_Ton,30.1306258837382_Ton,AAAA,AAAB,55.037858963012695°F,56.76042683919271°F,4.1768927574157715kW,208.0151824951172kW,50.23891830444336°F,53.13631121317545°F
2024-03-26T00:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,1.1346048613389332_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,6.272778479744349kW/ton,0_Ton,32.71669324239095_Ton,AAAA,AAAB,53.97147115071615°F,56.268714904785156°F,4.075265884399414kW,204.10011291503906kW,49.83395576477051°F,52.34983253479004°F
2024-03-26T01:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,1.0177342196305592_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,5.423176448929891kW/ton,0_Ton,37.619784673055015_Ton,AAAA,AAAB,53.69793574015299°F,56.5924269358317°F,4.164770126342773kW,203.64657592773438kW,49.9299742380778°F,52.583930333455406°F
2024-03-26T02:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,1.026283323764801_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,5.415969598970151kW/ton,0_Ton,37.66676648457845_Ton,AAAA,AAAB,53.63203430175781°F,56.95329157511393°F,4.174015998840332kW,203.95753479003906kW,50.771811167399086°F,52.38658014933268°F
2024-03-26T03:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.2157535950342814_kW/Ton,0.923624058564504_kW/Ton,0_kW/Ton,0_kW/Ton,0.24486832897686447kW/ton,5.132479224483801kW/ton,491.9607849121094_Ton,39.41530100504557_Ton,AAAAALAB,AAAB,54.10548400878906°F,56.8495979309082°F,300.36114501953125kW,203.41183471679688kW,51.126660664876304°F,52.05108070373535°F
2024-03-26T04:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.19547265271345773_kW/Ton,0.8523657619953156_kW/Ton,0_kW/Ton,0_kW/Ton,0.2593636345312845kW/ton,4.367720108222784kW/ton,279.83481852213544_Ton,50.92967859903971_Ton,AAABAlAA,AAAB,54.73524856567383°F,57.072401682535805°F,195.79212951660156kW,211.12142944335938kW,51.23269462585449°F,52.24107869466146°F
2024-03-26T05:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.7421384354432424_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,3.5908070830973986kW/ton,0_Ton,59.07852745056152_Ton,AAAA,AAAB,54.251809438069664°F,57.38270950317383°F,4.167716026306152kW,210.1903076171875kW,50.72018496195475°F,52.355706532796226°F
2024-03-26T06:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.7776375512282053_kW/Ton,0.6548087696234385_kW/Ton,0_kW/Ton,0_kW/Ton,0.21214133137389435kW/ton,3.160832230813785kW/ton,33.8136043548584_Ton,66.22970453898112_Ton,AAAAAAAB,AAAB,53.58376884460449°F,57.48216247558594°F,45.49437713623047kW,209.99111938476562kW,50.40894444783529°F,52.08462905883789°F
2024-03-26T07:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0.27357907096544903_kW/Ton,0.6449974576632181_kW/Ton,0.1437565783659617_kW/Ton,0_kW/Ton,0.698237442633492kW/ton,3.144195597531393kW/ton,77.51463635762532_Ton,66.22291056315105_Ton,AAAB,AAAB,53.65744082132975°F,57.682395935058594°F,83.39247131347656kW,209.5001678466797kW,50.16383934020996°F,51.81608200073242°F
2024-03-26T08:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.6086876591046652_kW/Ton,0.3985729416211446_kW/Ton,0_kW/Ton,0.6650923062461659kW/ton,3.0640146988003885kW/ton,128.38045501708984_Ton,68.5929183959961_Ton,AAAB,AAAB,57.007790883382164°F,58.16284497578939°F,92.16679382324219kW,209.7672119140625kW,51.291747411092125°F,51.69849141438802°F
2024-03-26T09:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.49094287554423016_kW/Ton,0.30406187971433_kW/Ton,0_kW/Ton,0.4993921170896806kW/ton,1.9746799808279214kW/ton,188.13762664794922_Ton,68.34852317472298_Ton,AAAB,AAABAuAA,60.770240783691406°F,60.0863037109375°F,95.91162109375kW,210.76632690429688kW,52.4982115427653°F,52.535577138264976°F
2024-03-26T10:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.07293633371591568_kW/Ton,0.24389337996641794_kW/Ton,0_kW/Ton,0.39744586499989354kW/ton,0.11831785017541023kW/ton,275.6816711425781_Ton,40.013078851004444_Ton,AAAB,AAAAAhAB,64.21858215332031°F,63.044169108072914°F,120.99957275390625kW,169.6367950439453kW,53.507012049357094°F,53.73064168294271°F
2024-03-26T11:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.47401296099026996_kW/Ton,0.22149273256460825_kW/Ton,0_kW/Ton,0.3723671464714125kW/ton,1.480063671332282kW/ton,349.5375010172526_Ton,137.11079788208008_Ton,AAAB,AAAB,65.25188954671223°F,64.6563294728597°F,134.70713806152344kW,227.7357940673828kW,54.307455698649086°F,54.36800638834635°F
2024-03-26T12:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4443051218986511_kW/Ton,0.2116162528594335_kW/Ton,0_kW/Ton,0.3697815573893976kW/ton,1.6673404132787966kW/ton,402.3258463541667_Ton,136.14761225382486_Ton,AAAB,AAAB,65.88339360555013°F,65.63628896077473°F,153.17544555664062kW,225.1602325439453kW,54.21898587544759°F,54.89437675476074°F
2024-03-26T13:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.3888354500134786_kW/Ton,0.21668818841377893_kW/Ton,0_kW/Ton,0.3507030329680972kW/ton,1.4020474596226593kW/ton,492.8598124186198_Ton,158.8629379272461_Ton,AAAB,AAAB,67.62773513793945°F,65.78064219156902°F,191.87484741210938kW,225.0535888671875kW,55.10523668924967°F,54.910698572794594°F
2024-03-26T14:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.3876468638579051_kW/Ton,0.22832458962996802_kW/Ton,0_kW/Ton,0.367105744394648kW/ton,1.3663882023428136kW/ton,524.9450734456381_Ton,162.95325978597006_Ton,AAAB,AAAB,66.474791208903°F,65.5475565592448°F,195.8236083984375kW,224.03457641601562kW,55.421865463256836°F,54.96881548563639°F
2024-03-26T15:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.39872969190279645_kW/Ton,0.2185360516111056_kW/Ton,0_kW/Ton,0.41293780977030264kW/ton,1.4149338062333985kW/ton,465.10047912597656_Ton,157.1500676472982_Ton,AAAB,AAAB,63.94607798258463°F,64.10865211486816°F,196.40902709960938kW,223.98977661132812kW,54.78775533040365°F,54.309675216674805°F
2024-03-26T16:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4590587019920349_kW/Ton,0.2075358952085177_kW/Ton,0_kW/Ton,0.42513437757107947kW/ton,1.710485341944185kW/ton,419.6137390136719_Ton,128.05250676472983_Ton,AAAB,AAAB,63.00616264343262°F,63.0306453704834°F,185.35684204101562kW,221.35983276367188kW,54.521010080973305°F,53.945061365763344°F
2024-03-26T17:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5042095830043157_kW/Ton,0.20802667240301767_kW/Ton,0_kW/Ton,0.4111005129620046kW/ton,1.9427110061088992kW/ton,346.2002410888672_Ton,112.00910568237305_Ton,AAAB,AAAB,62.47051239013672°F,62.17389742533366°F,163.22482299804688kW,217.9610595703125kW,54.16250228881836°F,53.64787165323893°F
2024-03-26T18:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5721864203612009_kW/Ton,0.23092665274937949_kW/Ton,0_kW/Ton,0.4053247902654516kW/ton,2.409168269387659kW/ton,273.05357869466144_Ton,87.43982315063477_Ton,AAAB,AAAB,60.840651194254555°F,60.51002057393392°F,119.06175994873047kW,211.70567321777344kW,53.28298123677572°F,52.98581504821777°F
